"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Tony Sanchez","Pirates","99","376","336","75","21","1","9","39","46","31","102","6","1","1",".223",".298",".372",".670",".294","-10.0","-0.3","0.1","6178"
"David Freitas","Orioles","77","298","273","65","14","0","8","31","29","18","57","4","1","0",".238",".293",".377",".670",".294","-7.0","0.1","0.2","sa549143"
"Hank Conger","Rays","78","250","222","50","11","0","7","24","26","21","62","3","0","1",".225",".298",".369",".668",".293","-1.0","-0.5","0.8","2505"
"Caleb Joseph","Orioles","106","398","366","87","17","1","12","38","49","23","87","3","1","1",".238",".286",".388",".674",".292","4.0","-0.4","1.6","7087"
"Blake Swihart","Red Sox","110","432","404","102","24","3","6","48","41","25","102","1","5","4",".252",".297",".371",".668",".292","-1.0","-0.8","1.0","13176"
"Erik Kratz","Phillies","65","212","193","44","11","0","7","22","24","15","45","1","0","0",".228",".283",".394",".677",".292","-1.0","-0.1","0.6","4403"
"Andrew Knapp","Phillies","100","427","390","89","21","3","10","48","45","30","133","5","3","3",".228",".290",".374",".665",".291","-5.0","-0.8","0.6","sa550140"
"Ryan Casteel","Rockies","80","330","311","77","15","2","8","31","34","16","85","1","2","2",".248",".285",".386",".671",".291","-3.0","-0.5","-0.1","sa549286"
"Andrew Susac","Giants","86","311","277","62","12","2","6","34","29","29","94","4","0","0",".224",".305",".347",".652",".291","-1.0","-0.1","1.1","13132"
"Curt Casali","Rays","82","308","274","59","12","0","9","34","29","27","82","5","1","0",".215",".296",".358",".654",".291","-2.0","0.1","0.9","12510"
"Chance Sisco","Orioles","108","443","406","101","16","2","7","43","38","32","99","3","4","2",".249",".308",".350",".657",".291","-7.0","-0.2","0.5","sa737615"
"Wilson Ramos","Nationals","99","392","369","92","13","0","13","35","57","19","68","0","0","0",".249",".283",".390",".673",".290","3.0","-0.2","1.4","1433"
"Tommy Joseph","Phillies","49","186","174","41","9","0","6","21","23","7","41","3","0","0",".236",".276",".391",".666",".290","-2.0","-0.1","-0.4","sa500806"
"Jorge Alfaro","Phillies","85","365","341","77","17","3","11","40","41","13","109","10","3","4",".226",".274",".390",".664",".289","-5.0","-1.1","0.3","sa551307"
"J.T. Realmuto","Marlins","123","478","445","112","22","5","7","53","47","25","83","3","10","4",".252",".294",".371",".664",".289","1.0","0.2","1.4","11739"
"Tyler Flowers","Braves","103","339","312","72","13","0","10","27","35","19","104","6","0","1",".231",".287",".369",".656",".288","3.0","-0.5","1.2","9134"
"Edward Easley","Cardinals","84","312","283","69","13","1","5","32","31","22","53","3","1","2",".244",".302",".350",".652",".288","-4.0","-0.7","0.5","2487"
"Mike Ohlman","Cardinals","102","414","379","93","19","1","6","43","39","30","102","2","1","1",".245",".303",".348",".651",".288","-8.0","-0.4","0.3","sa501614"
"Ryan Lavarnway","Braves","70","258","231","55","11","0","4","25","20","23","52","2","0","0",".238",".310",".338",".648",".287","-6.0","-0.1","0.1","8879"
"George Kottaras","Blue Jays","47","151","128","25","3","0","5","16","14","21","53","0","0","0",".195",".307",".336",".643",".287","-4.0","-0.1","0.1","5506"
"Austin Romine","Yankees","83","302","282","68","15","0","8","32","33","15","61","2","1","0",".241",".282",".379",".662",".287","-2.0","0.1","0.6","5491"
"Geovany Soto","Angels","62","194","176","38","8","0","6","19","21","16","56","1","0","1",".216",".285",".364",".649",".286","0.0","-0.5","0.6","3707"
"Tim Federowicz","Dodgers","67","257","236","56","13","0","6","28","31","17","71","1","0","0",".237",".289",".369",".658",".286","0.0","-0.1","0.6","8609"
"Josh Phegley","Athletics","98","377","350","82","21","2","9","43","49","17","68","5","1","1",".234",".277",".383",".659",".286","2.0","-0.3","1.3","9308"
"William Swanner","Rockies","114","431","392","84","16","1","15","40","43","33","162","2","6","7",".214",".277",".375",".652",".286","-4.0","-1.7","-2.1","sa549202"
"Carlos Ruiz","Phillies","87","336","295","68","16","1","3","30","26","30","49","7","2","1",".231",".314",".322",".636",".286","-4.0","-0.2","0.4","2579"
"J.P. Arencibia","Rays","106","394","375","86","16","0","16","46","61","13","120","4","0","0",".229",".261",".400",".661",".286","-3.0","-0.1","0.6","697"
"Shawn Zarraga","Dodgers","71","230","208","54","11","0","1","21","17","16","38","2","0","2",".260",".316",".327",".643",".285","-6.0","-0.9","-0.1","sa456095"
"Kevan Smith","White Sox","100","405","370","86","15","2","9","43","38","25","93","6","1","1",".232",".290",".357",".647",".284","-5.0","-0.4","0.4","sa599392"
"Raywilly Gomez","Angels","84","304","275","70","11","0","2","29","21","25","39","1","1","0",".255",".317",".316",".633",".284","-5.0","0.0","0.4","sa503268"
"Jett Bandy","Angels","90","345","315","73","15","0","8","37","35","15","74","11","0","2",".232",".288",".356",".643",".284","1.0","-0.9","1.1","12508"
"Taylor Davis","Cubs","75","251","235","56","14","1","5","28","28","14","41","0","0","1",".238",".280",".370",".650",".283","-4.0","-0.5","0.1","sa578786"
"Roberto Perez","Indians","81","280","238","48","12","1","6","31","24","32","83","2","0","1",".202",".299",".336",".635",".283","5.0","-0.5","1.2","2900"
"Johnny Monell","Mets","96","340","311","72","15","1","7","37","34","25","76","2","3","2",".232",".291",".354",".645",".283","-3.0","-0.3","0.7","2783"
"James McCann","Tigers","118","458","430","109","22","3","6","39","41","17","98","5","3","2",".253",".288",".360",".648",".283","1.0","-0.4","1.2","12859"
"Spencer Kieboom","Nationals","62","246","226","55","12","1","3","24","18","17","48","1","1","1",".243",".297",".345",".642",".283","1.0","-0.3","0.6","sa621637"
"Brayan Pena","Cardinals","91","305","283","75","14","0","2","18","22","17","30","1","1","1",".265",".307",".336",".643",".283","-4.0","-0.3","0.3","3231"
"Steve Clevenger","Mariners","90","332","305","77","13","1","4","31","27","23","52","1","0","1",".252",".304",".341",".645",".283","-6.0","-0.6","0.3","9542"
"Ramon Cabrera","Reds","114","456","423","108","20","1","4","42","36","28","66","1","1","1",".255",".302",".336",".637",".282","-3.0","-0.4","0.5","10327"
"Kevin Plawecki","Mets","103","409","373","90","18","1","6","41","40","23","69","8","0","0",".241",".297",".343",".640",".281","0.0","-0.2","1.1","13807"
"Adam Weisenburger","Brewers","80","288","251","57","11","1","3","28","21","24","67","7","1","2",".227",".310",".315",".625",".281","3.0","-0.7","0.7","sa546626"
"Kurt Suzuki","Twins","118","433","392","99","20","0","4","32","47","26","51","6","1","0",".253",".305",".334",".640",".281","-3.0","0.0","0.6","8259"
"Francisco Pena","Orioles","99","364","341","81","15","1","10","38","42","15","68","3","2","2",".238",".273",".375",".649",".281","4.0","-0.5","1.1","8298"
"Hector Sanchez","Giants","78","225","208","49","9","0","6","20","28","11","54","2","0","0",".236",".277",".365",".642",".280","-5.0","-0.1","-0.1","10289"
"Jose Lobaton","Nationals","64","209","188","42","8","1","4","19","23","18","51","1","0","0",".223",".293",".340",".634",".279","0.0","-0.1","0.4","4243"
"Tucker Barnhart","Reds","97","348","312","76","13","2","3","31","26","28","62","2","0","1",".244",".307",".327",".634",".279","3.0","-0.6","0.8","10200"
"Rossmel Perez","Orioles","84","322","296","78","9","1","2","29","25","19","29","2","2","2",".264",".309",".321",".630",".279","-3.0","-0.6","0.2","sa455612"
"Cameron Rupp","Phillies","85","315","289","63","12","1","9","30","32","22","93","3","0","1",".218",".279",".360",".639",".279","3.0","-0.5","0.9","11146"
"Christian Bethancourt","Padres","111","436","414","103","23","1","9","46","45","15","88","1","8","3",".249",".274",".374",".649",".279","4.0","0.3","1.5","10028"
"Carson Kelly","Cardinals","108","432","401","95","20","2","8","44","53","23","85","3","1","0",".237",".281",".357",".637",".279","-2.0","0.0","0.7","sa657963"
"Chris Gimenez","Rangers","93","343","308","70","13","1","6","35","28","28","75","2","2","1",".227",".294",".334",".629",".278","-2.0","-0.1","0.2","7324"
"Anthony Recker","Mets","58","194","174","34","7","1","7","21","24","16","66","2","1","1",".195",".269",".368",".637",".278","-4.0","-0.3","0.0","4063"
"Daniel Butler","Red Sox","85","326","296","67","20","1","4","29","29","23","77","4","0","0",".226",".289",".341",".630",".278","-3.0","-0.1","0.2","9968"
"Jordan Pacheco","Diamondbacks","96","290","265","64","14","1","3","25","26","18","45","3","2","0",".242",".294",".336",".630",".277","-5.0","0.3","-0.5","2677"
"Mike Zunino","Mariners","121","452","412","85","17","1","16","50","48","24","143","10","0","2",".206",".265",".369",".634",".277","-3.0","-0.9","0.7","13265"
"Pedro Severino","Nationals","102","375","349","85","15","1","7","37","33","17","74","2","2","1",".244",".281",".352",".634",".276","3.0","-0.1","0.9","14523"
"Cody Stanley","Cardinals","97","351","326","80","12","1","7","36","35","17","73","2","4","1",".245",".283",".353",".636",".276","1.0","0.3","0.8","10838"
"Rafael Lopez","Cubs","84","320","290","68","13","1","3","31","26","27","75","1","1","1",".234",".301",".317",".618",".276","-3.0","-0.3","0.2","12606"
"Bryan Holaday","Tigers","76","252","233","56","12","1","4","22","26","10","50","3","1","1",".240",".277",".352",".629",".274","0.0","-0.3","0.4","11287"
"Martin Maldonado","Brewers","72","221","199","44","8","0","5","18","25","17","55","2","0","1",".221",".288",".337",".624",".274","4.0","-0.5","0.6","6887"
"Kyle Higashioka","Yankees","51","188","178","40","9","1","5","18","22","9","45","0","0","0",".225",".261",".371",".631",".274","-1.0","-0.1","0.2","sa454957"
"Jackson Williams","Giants","85","309","281","65","12","1","4","28","25","22","62","3","2","2",".231",".292",".324",".616",".273","-2.0","-0.5","-0.5","8524"
"Christian Vazquez","Red Sox","88","354","323","77","16","0","4","32","31","25","71","1","2","2",".238",".293",".325",".618",".273","4.0","-0.5","0.7","9774"
"Carlos Corporan","Rangers","54","182","165","36","6","0","5","18","22","10","50","4","0","0",".218",".276",".345",".622",".272","-1.0","-0.1","0.1","5587"
"Wade Wass","Angels","73","292","261","52","12","1","7","29","26","22","106","7","1","1",".199",".278",".333",".612",".272","-7.0","-0.3","-0.1","sa658231"
"Max Stassi","Astros","95","376","345","75","14","1","11","40","40","19","117","5","1","1",".217",".265",".359",".625",".272","2.0","-0.3","0.7","10059"
"Josh Thole","Blue Jays","70","234","212","51","8","0","2","19","17","18","37","1","0","1",".241",".302",".307",".608",".271","-4.0","-0.5","-0.2","9689"
"Tyler Heineman","Astros","84","332","303","69","16","1","4","38","32","17","41","7","2","2",".228",".283",".327",".609",".270","5.0","-0.5","0.9","sa658108"
"Adrian Nieto","White Sox","77","287","257","54","11","1","5","28","21","25","86","2","1","1",".210",".284",".319",".603",".270","-1.0","-0.3","0.2","10294"
"Kyle Farmer","Dodgers","98","405","381","93","23","3","2","36","37","15","80","6","4","3",".244",".281",".336",".617",".270","-3.0","-0.5","0.3","sa620958"
"Jhonatan Solano","Marlins","68","252","237","57","11","1","4","24","24","10","36","2","0","0",".241",".275",".346",".621",".270","-1.0","-0.1","0.2","7515"
"Miguel Gonzalez"," ","65","226","210","50","12","1","2","21","19","10","45","2","2","1",".238",".278",".333",".611",".269","1.0","-0.1","0.4","4049"
"Rob Brantly","White Sox","90","342","321","77","13","1","6","33","34","15","65","2","0","1",".240",".275",".343",".618",".269","-2.0","-0.5","0.1","10655"
"Chris Stewart","Pirates","66","201","182","45","7","0","1","14","15","11","31","3","1","1",".247",".298",".302",".600",".268","2.0","-0.3","0.5","3878"
"A.J. Jimenez","Blue Jays","52","219","206","49","13","1","2","18","21","10","42","1","2","1",".238",".274",".340",".614",".268","2.0","-0.1","0.4","sa454887"
"Stryker Trahan","Diamondbacks","115","468","436","84","24","2","18","45","56","26","190","2","3","1",".193",".240",".381",".621",".267","-5.0","0.1","-0.3","sa657920"
"Chris Herrmann","Diamondbacks","92","317","288","62","14","2","5","33","29","23","79","2","2","1",".215",".276",".330",".606",".267","-3.0","-0.1","-0.2","9284"
"Carlos Perez","Angels","98","367","337","76","18","1","5","35","34","23","65","1","2","1",".226",".275",".329",".604",".266","2.0","-0.1","0.8","10642"
"Tyler Marlette","Mariners","95","380","361","83","16","2","6","39","36","18","92","1","4","2",".230",".268",".335",".604",".265","-2.0","-0.1","0.3","sa597836"
"Eric Fryer","Twins","73","243","220","49","9","1","2","23","18","19","55","2","3","1",".223",".289",".300",".589",".265","2.0","0.1","0.5","8145"
"Kyle Skipworth","Reds","79","280","256","46","10","1","12","29","32","16","128","5","0","1",".180",".240",".367",".607",".264","-3.0","-0.5","-0.3","5298"
"Gerald Laird","Diamondbacks","32","98","89","21","5","0","0","8","7","7","16","1","0","0",".236",".296",".292",".588",".264","-2.0","0.0","-0.2","1698"
"Carson Blair","Athletics","78","305","272","50","11","2","8","29","27","29","120","2","1","0",".184",".266",".327",".593",".264","-4.0","0.1","0.0","5429"
"Stuart Turner","Twins","84","329","302","67","11","1","5","32","27","21","75","3","4","2",".222",".277",".315",".592",".263","5.0","-0.1","0.8","sa737625"
"Austin Green","Tigers","82","314","294","67","11","1","6","28","27","13","75","3","0","1",".228",".266",".333",".599",".263","-1.0","-0.5","0.1","sa738290"
"Tomas Telis","Marlins","113","445","420","103","19","2","4","45","36","15","56","3","5","2",".245",".274",".329",".603",".262","3.0","0.0","0.5","10067"
"Humberto Quintero","Mariners","67","242","229","53","10","1","5","19","25","6","53","2","1","1",".231",".255",".349",".605",".262","2.0","-0.3","0.3","1824"
"Luke Maile","Rays","98","378","347","77","14","1","5","37","30","25","80","3","2","1",".222",".278",".311",".589",".262","3.0","-0.2","0.7","13355"
"Brandon Bantz"," ","50","168","154","35","7","0","2","16","13","10","37","1","0","1",".227",".277",".312",".589",".262","2.0","-0.5","0.2","9442"
"Adam Moore","Indians","80","297","278","61","13","0","6","28","27","17","97","0","1","0",".219",".264",".331",".594",".261","-2.0","0.1","0.0","9362"
"Rene Garcia","Phillies","72","284","271","68","12","0","2","28","23","8","39","2","2","2",".251",".277",".317",".594",".261","3.0","-0.5","0.3","sa454693"
"Alfredo Gonzalez","Astros","68","258","231","54","4","0","2","26","15","20","57","2","4","3",".234",".298",".277",".575",".261","2.0","-0.5","0.3","sa505301"
"Tony Wolters","Rockies","80","330","299","69","10","1","2","30","24","22","85","4","3","3",".231",".290",".291",".581",".261","7.0","-0.7","0.1","sa548197"
"Nevin Ashley","Brewers","84","304","275","58","11","2","4","30","28","20","74","5","1","1",".211",".275",".309",".584",".261","2.0","-0.3","0.5","3274"
"Taylor Teagarden","Cubs","55","188","172","35","6","0","5","18","20","14","67","1","0","0",".203",".266",".326",".592",".260","-1.0","-0.1","-0.1","5199"
"Matt Pagnozzi","Brewers","75","257","234","50","7","1","5","23","20","16","63","3","0","0",".214",".272",".316",".588",".260","0.0","-0.1","-0.1","6046"
"Oscar Hernandez","Diamondbacks","61","221","205","46","10","1","3","21","19","9","55","3","1","3",".224",".265",".327",".592",".260","-1.0","-1.1","-0.3","13490"
"Rene Rivera","Rays","101","320","295","64","14","1","6","24","32","16","78","3","0","1",".217",".262",".332",".594",".259","3.0","-0.5","0.6","3648"
"Reese Mcguire","Pirates","105","445","415","102","15","2","2","39","33","20","61","2","9","7",".246",".281",".306",".587",".259","-1.0","-1.1","0.1","sa737505"
"Sebastian Valle","Pirates","83","313","295","65","13","1","7","30","32","13","92","1","1","2",".220",".254",".342",".596",".258","-1.0","-0.7","-0.1","sa455750"
"Francisco Arcia","Yankees","67","253","235","53","8","1","3","22","18","12","51","4","1","1",".226",".274",".306",".580",".258","-3.0","-0.3","-0.3","sa455908"
"Austin Hedges","Padres","96","335","312","69","14","1","6","34","33","16","72","1","1","2",".221",".259",".330",".589",".256","7.0","-0.7","0.9","12976"
"Sandy Leon","Red Sox","74","273","246","52","10","0","3","24","18","22","62","2","0","1",".211",".281",".289",".570",".256","5.0","-0.5","0.4","5273"
"Bryan Anderson","Athletics","82","304","278","57","13","1","5","28","26","21","85","2","1","0",".205",".264",".313",".577",".256","-6.0","0.1","-0.5","9871"
"Audry Perez","Cardinals","77","289","279","67","11","0","4","24","24","6","48","1","0","0",".240",".258",".323",".580",".253","1.0","-0.1","0.0","9176"
"Juan Graterol","Yankees","52","185","177","43","7","0","2","16","15","4","29","1","0","0",".243",".262",".316",".579",".253","1.0","-0.1","0.2","sa392987"
"Brett Hayes","Indians","59","195","185","38","9","0","6","17","18","6","53","1","1","0",".205",".233",".351",".585",".253","-4.0","0.1","-0.6","4293"
"Tony Cruz","Royals","59","144","135","30","8","1","1","10","15","7","30","0","0","1",".222",".259",".319",".577",".253","-4.0","-0.4","-0.5","2802"
"Juan Centeno","Brewers","76","274","255","63","8","2","0","23","19","12","42","1","2","1",".247",".280",".294",".575",".253","0.0","-0.1","-0.1","7168"
"Drew Butera","Royals","54","148","133","27","5","1","2","11","9","9","33","2","0","0",".203",".262",".301",".563",".251","0.0","-0.1","-0.1","3411"
"Trevor Brown","Giants","98","383","355","80","16","1","2","35","29","20","70","3","3","3",".225",".270",".293",".563",".251","-2.0","-0.7","-0.1","13895"
"John Hicks","Twins","94","362","341","75","14","2","5","38","32","15","89","2","8","4",".220",".255",".317",".572",".250","5.0","-0.1","0.4","12547"
"Bobby Wilson","Rangers","70","229","207","45","7","0","2","19","20","17","44","1","0","1",".217",".279",".280",".559",".250","2.0","-0.5","-0.1","6564"
"Brian Jeroloman","Nationals","54","198","171","34","5","0","1","17","11","22","51","1","0","1",".199",".292",".246",".538",".248","1.0","-0.5","-0.1","sa326780"
"Bruce Maxwell","Athletics","98","398","367","80","15","0","3","33","28","27","85","1","0","1",".218",".272",".283",".555",".248","-4.0","-0.6","-0.5","sa657933"
"Michael Strentz","Angels","61","235","223","46","10","1","4","23","20","11","77","1","3","1",".206",".247",".314",".561",".247","-5.0","0.1","-0.5","sa830497"
"Tuffy Gosewisch","Diamondbacks","53","188","179","39","10","0","2","13","17","7","35","1","1","1",".218",".250",".307",".557",".245","2.0","-0.3","-0.1","5277"
"Stephen Mcgee","Angels","66","253","224","44","8","0","2","21","15","22","70","3","1","2",".196",".274",".259",".533",".244","-6.0","-0.7","-0.8","sa737919"
"Wil Nieves","Padres","32","104","98","21","5","0","1","8","9","4","28","1","0","0",".214",".252",".296",".548",".243","-3.0","0.0","-0.4","1556"
"Parker Morin","Royals","71","261","243","52","9","2","3","21","20","11","69","2","1","2",".214",".251",".305",".555",".242","-2.0","-0.7","-0.6","sa658263"
"David Ross","Cubs","58","160","141","25","7","0","4","9","12","16","58","0","1","0",".177",".259",".312",".572",".241","3.0","0.2","0.1","1551"
"Gabriel Lino","Phillies","91","340","317","65","15","0","5","29","27","17","110","2","0","3",".205",".248",".300",".547",".240","3.0","-1.3","-0.3","sa548048"
"Steven Lerud"," ","58","205","184","35","6","0","2","18","13","16","67","4","0","0",".190",".270",".255",".525",".240","-1.0","-0.1","-0.3","113"
"Justin O'Conner","Rays","106","446","429","87","19","1","10","41","40","13","160","2","5","1",".203",".229",".322",".550",".239","4.0","0.5","0.1","sa548314"
"Rocky Gale","Padres","89","288","271","62","10","1","1","24","21","10","52","2","1","1",".229",".260",".284",".544",".239","4.0","-0.3","0.1","10533"
"Sharif Othman","Marlins","59","218","202","41","7","1","3","20","16","11","64","1","0","0",".203",".247",".292",".539",".236","-2.0","-0.1","-0.6","sa578858"
"Jeff Mathis","Marlins","56","183","167","32","7","1","3","14","18","12","55","0","0","0",".192",".243",".299",".542",".234","1.0","-0.1","-0.2","3448"
"J.C. Boscan"," ","51","158","148","31","5","0","1","12","9","8","38","1","1","1",".209",".255",".264",".518",".233","-3.0","-0.3","-0.6","2324"
"Jesus Sucre","Mariners","60","202","189","42","7","0","1","17","14","7","35","0","0","1",".222",".249",".275",".524",".232","4.0","-0.5","0.1","5942"
"Steven Baron","Mariners","81","312","294","60","12","1","3","27","23","14","87","1","4","1",".204",".241",".282",".523",".230","3.0","0.3","-0.1","9787"
"Jake Depew","Rays","56","214","198","38","6","1","2","17","13","12","70","1","0","2",".192",".241",".263",".503",".225","5.0","-0.9","0.0","sa548454"
"Travis Tartamella","Cardinals","53","181","168","32","6","0","1","12","10","8","57","1","0","0",".190",".229",".244",".473",".211","0.0","-0.1","-0.7","6748"
"Ali Solis","Rays","68","229","218","41","9","1","2","16","16","5","78","2","0","0",".188",".212",".266",".478",".210","0.0","-0.1","-1.0","8848"
"John Baker","Cubs","41","137","124","23","3","0","0","8","8","10","38","1","0","0",".185",".250",".210",".460",".210","-1.0","-0.1","-0.6","4756"
